code,total,ninni_zahyou,kokyo_zahyou,special_chiban
44522,2,1,1,0
45201,674179,328871,287399,57909
45202,517122,66036,382161,68925
45203,343784,197432,103905,42447
45204,278190,97728,154308,26154
45205,227084,94387,121159,11538
45206,183361,109587,52863,20911
45207,170620,119419,30127,21074
45208,172095,105378,45088,21629
45209,127527,28539,86179,12809
45301,114,0,0,114
45321,4998,0,62,4936
45322,6135,17,126,5992
45341,62404,1423,52220,8761
45345,4,0,3,1
45361,61188,0,56530,4658
45362,3585,1,16,3568
45382,90267,32328,47192,10747
45383,31084,3406,24378,3300
45401,54141,12373,34603,7165
45402,68108,0,57123,10985
45403,12721,883,9725,2113
45404,29501,295,24222,4984
45405,82865,1241,72622,9002
45406,53530,179,43836,9515
45421,51286,1351,42162,7773
45429,38762,0,34562,4200
45430,42331,17670,20439,4222
45431,121904,8440,89456,24008
45441,119464,21111,83976,14377
45442,75380,1768,61780,11832
45443,52583,13189,34068,5326
46201,733138,382894,299537,50707
46203,334379,86760,214367,33252
46204,103806,0,90045,13761
46206,140285,2411,120641,17233
46207,3,0,0,3
46208,215430,1072,185354,29004
46209,22677,56,31,22590
46210,180425,16856,140070,23499
46211,2,0,2,0
46213,117858,47405,57793,12660
46214,84023,36592,35547,11884
46215,473924,3897,410561,59466
46216,317174,0,282446,34728
46217,308393,0,269036,39357
46218,411564,3723,362529,45312
46219,118923,5285,98614,15024
46220,337540,119,291661,45760
46221,202418,3,179685,22730
46222,120101,62820,46381,10900
46223,431952,64,374864,57024
46224,171966,1356,169329,1281
46225,183830,1781,181182,867
46302,1,1,0,0
46303,3830,2115,1088,627
46304,11215,5650,4166,1399
46344,1,0,1,0
46383,1,0,1,0
46392,197438,1223,171422,24793
46404,104512,44,90621,13847
46421,10322,61,27,10234
46441,6257,0,83,6174
46442,6843,0,959,5884
46443,8168,12,17,8139
46452,85195,194,72265,12736
46467,1,0,1,0
46468,107642,0,98544,9098
46482,32601,0,29748,2853
46485,2,0,2,0
46490,61824,5567,47988,8269
46491,91190,41730,39058,10402
46492,90989,21531,56898,12560
46501,82508,13159,60192,9157
46502,60243,16000,39323,4920
46505,97888,9,83259,14620
46523,24249,17635,4372,2242
46524,32183,24227,5792,2164
46525,76318,56043,14800,5475
46527,35001,7398,21591,6012
46529,69617,36540,27405,5672
46530,74773,38653,27736,8384
46531,36334,14620,17188,4526
46532,47377,26488,16967,3922
46533,43416,290,35245,7881
46534,45621,803,37371,7447
46535,29680,0,27805,1875
47201,132331,0,127873,4458
47202,2,0,2,0
47205,61729,339,57225,4165
47207,109830,480,98943,10407
47208,66046,66,62496,3484
47209,137113,173,123508,13432
47210,82329,300,75015,7014
47211,107187,1545,99750,5892
47212,47527,0,45298,2229
47213,207736,10445,185027,12264
47214,201440,29436,159222,12782
47215,110296,0,101108,9188
47301,48356,0,42548,5808
47302,37124,0,33707,3417
47303,15651,0,14030,1621
47306,52748,0,48137,4611
47308,75220,0,70513,4707
47311,49542,1,45458,4083
47313,23882,0,22357,1525
47314,34726,0,31581,3145
47315,29731,0,28495,1236
47324,61654,15,56391,5248
47325,20922,144,19578,1200
47326,29486,938,27369,1179
47327,30906,256,27543,3107
47328,37376,2,33949,3425
47329,38347,0,36635,1712
47348,17165,0,15743,1422
47350,33429,0,31315,2114
47353,6515,0,6285,230
47354,8991,0,8273,718
47355,20247,0,19219,1028
47356,6966,0,6412,554
47357,10120,0,9793,327
47358,3388,1,3149,238
47359,16082,0,14735,1347
47360,23827,0,22289,1538
47361,63699,0,57264,6435
47362,54322,0,49039,5283
47375,9496,0,8221,1275
47381,43939,1790,37511,4638
47382,9849,0,8705,1144
kokyo_zahyou,,,,
ninni_zahyou,,,,
special_chiban,,,,
total,,,,
